Stimulation_Day5_Donor1_IL-15	Stimulation_Day5_Donor1_Mabkine	Stimulation_Day5_Donor2_IL-15	Stimulation_Day5_Donor2_Mabkine	Stimulation_Day5_Donor3_IL-15	Stimulation_Day5_Donor3_Mabkine
GRM8	0.0294649	0	0.0277202	0.0980653	0.0288452	0.0574578
GRN	74.469	57.7267	70.4466	52.7229	70.6319	54.548
GRP	0	0.2442964	0.14786995	0.09841869	0.2831496	0
GRPEL1	35.4492	34.5248	27.2672	46.4275	35.5124	48.2163
GRPEL2	3.02465	2.15982	4.21417	3.48862	4.75327	5.50139
GRPR	0	0.0333225	0.040512	0	0.0775215	0.154494
GRSF1	4.41595	5.457799	5.72648	6.611318	7.051563	8.859445
GRTP1	0	0	0.0808677	0.161253	0.851344	0.618147
GRWD1	24.7487	31.1361	23.4951	33.7115	31.4434	47.9747
GRXCR1	0	0	0.23906	0	0.228859	0
GRXCR2	0	0	0.166692	0	0	0
GSC	0.190861	0	0.584262	0.258988	0.838858	0.186254
GSC2	0	0	0.210358	0.140203	0.20156	0
GSDMA	2.09023	1.47372	2.7797	1.92108	3.29663	3.85619
GSDMB	6.6078	4.692115	7.75361	4.641107	11.96964	11.918936
GSDMC	0.204666	0.277949	0.813075	0.577395	0.683879	0.907465
GSDMD	60.58004	48.02618	72.47074	63.83289	80.32324	75.8212
GSE1	6.58992	4.236603	9.41734	4.72026	13.10795	10.03105
GSG1	0.861937	0.8081236825	2.70162	1.427122	1.671586	2.40286
GSG1L	0.114601	0.0532149	0.243554	0.2336189	0.343991	0.134075
GSG2	7.64404	8.18851	12.6384	9.93116	11.1273	16.5087
GSK3A	1.28215	1.57652	1.6638	1.33961	1.35079	0.769503
GSK3B	1.23579	1.123847	1.515933	1.00786	1.649327	1.61569
GSKIP	6.435668	4.971334	7.57424	6.548693	8.5898	9.018609
GSN	165.21804400157	70.655774789	119.496532	58.761069	95.006113	59.921305
GSPT1	3.456009	3.1116845	3.228134	3.89656	3.707453	4.52296455393
GSPT2	4.05492	5.13286	6.0126	4.27079	7.09971	7.32765
GSR	15.1846727752	11.261588177	14.7798	13.308915	21.545993	22.525220477831
GSS	53.3774	40.1993	65.6414	54.1146	63.2588	71.1619
GSTA1	0	0	0.0913604	0.228377	0.0874437	0
GSTA2	0	0	0	0.0721281	0.0837453	0
GSTA3	0	0.108587	0	0.0875192	0	0
GSTA4	1.08483	0.912626	0.596359	0.453056	0.815381	1.79128
GSTA5	0	0	0	0.0959563	0.138043	0
GSTA7P	0	0.0305376	0.0371591	0.0863317	0.124415	0.0353844
GSTCD	4.08237	2.92639	4.1165	4.52692	4.45544	6.47615
GSTK1	369.9425	369.6327	443.619829	323.85158	392.3633	359.121
GSTM1	23.2351	15.542	29.53355	18.51152	17.8037	19.7594409612
GSTM2	7.401388	3.73567	9.55407	2.98737	14.14653	7.43132
GSTM2P1	0	0	0.214813	0	0.100695	0
GSTM3	3.1894	2.330108	4.45161	3.1339794	5.42525	6.145685
GSTM4	12.28941	8.68984	18.591271	14.061987	9.804085	8.11198
GSTM5	0	0	0.147509	0	0.139716	0.136916
GSTO1	140.23439	141.8364	124.049443	174.05241	119.499876	161.08907
GSTO2	0.240226	0.436282	0.81762	0.547595	0.62601	1.30099
GSTP1	3464.74	2340.07	3543.96	2321.77	2120.4	1326.99
GSTT1	2.39081	0.548515	5.87384	1.76907	0	0
GSTT2	0	0.085964	0	0.346609	0	0.79784
GSTT2B	0.104839	0	0.213868	0	0.102361	0
GSTTP1	1.0263	0.143879	0.173977	0.115856	0.499859	1.67048
GSTTP2	2.45487	1.69442	3.51814	2.10769	3.47836	3.25212
GSTZ1	6.177441	5.69328	6.68007	8.17546	4.134194	9.56521
GSX1	0.140974	0	0.287142	0	0	0
GSX2	0	0	0.190629	0.126746	0.0912309	0.182289
GTDC1	2.80972	2.2070900102089	2.707752	2.57562	4.953216	6.82039
GTDC2	2.04079	1.82206	1.70384	1.38619	1.79323	1.78705
GTF2A1	2.254231	1.664685	2.524739	1.74085	3.120578	2.416392
GTF2A1L	0.0696903	0	0	0	0.272511	0.407911
GTF2A2	21.8526	18.7939	23.4604	20.5509	21.3627	27.1566
GTF2B	22.0108	17.8439	21.3289	22.55	29.6058	25.1151
GTF2E1	3.3976	2.59802	4.88315	3.27923	7.59545	6.65751
GTF2E2	4.45605	3.26505	3.67057	4.73237	5.47989	4.90808
GTF2F1	25.1879	23.6219	25.9769	30.2669	29.29	37.5154
GTF2F2	18.9428	14.458	17.6288	19.7007	23.814	21.6108
GTF2H1	6.46959	6.539619	10.601735	9.828071	12.478898	14.284941
GTF2H2	3.61832	3.60534	1.97233	2.25835	0.737732	2.76189
GTF2H2B	2.31885	2.22386	2.97855	1.87079	4.16449	4.52051
GTF2H2C	2.08815	2.64011	4.03038	3.14563	4.32065	6.78001
GTF2H2D	3.77635	4.39664	2.30963	3.19998	4.08005	4.23129
GTF2H3	4.743889	4.422258	7.484582	5.40359	9.132414	9.932672
GTF2H4	6.56242	6.37848	8.65836	6.79125	8.09868	6.83641
GTF2H5	2.52965	2.32235	3.27714	2.19623	4.068	4.05777
GTF2I	12.1039652	8.9874822	10.9310440002968	11.3762370008142	17.2263399403	19.34405
GTF2IP1	5.25891	3.017079	4.25542	4.31945	6.02601	8.21626
GTF2IRD1	0.16443900730438	0.130454100604	0.296387	0.2260167	0.389279	0.302375042836
GTF2IRD1P1	0.379148	0.104235	0.185211	0.20307	0.470065	0.347741
GTF2IRD2	0.558241	0	0.561571	0.476633	1.47689	0.939494
GTF2IRD2B	1.68105	0.987205	2.54371	1.61955	2.44777	1.30524
GTF2IRD2P1	0.117378	0.00869095	0	0.0871882	0.724412	0.476066
GTF3A	223.362	234.756	192.847	192.623	246.579	241.766
GTF3C1	15.1464	11.0621	20.6687	11.9178	25.8987	20.1574
GTF3C2	7.283368	7.42201	12.27066	9.43283	13.40526	17.71104
GTF3C3	5.17877	5.07922	7.06003	6.00553	7.05563	8.48412
GTF3C4	1.05498	1.13793	1.79941	1.43361	1.72146	0.89672
GTF3C5	41.5913	39.4971	46.8974	48.0472	43.8452	57.1437
GTF3C6	86.8971	83.5712	82.0319	110.491	86.5928	118.643
GTPBP1	7.51791	7.04489	10.3499	8.92703	11.7598	11.4675
GTPBP10	1.68825	1.117023	2.17244	1.899039	2.64783	3.003326
GTPBP2	7.02191	7.54869	6.74815	10.215	6.005	6.84704
GTPBP3	6.85989	6.791012	9.200852466	8.683497	9.676367	13.4356
GTPBP4	22.0959	25.9613	28.9615	31.0804	28.2486	39.3801
GTPBP5	13.1753	10.182	14.8218	13.8157	14.8324	20.7278
GTPBP6	16.4585	12.7121	17.1865	14.8234	16.3565	15.5918
GTPBP8	7.894547	6.37652	7.368044	5.092764	10.991991	10.97859
GTSE1	35.2044	32.0206	29.4584	31.8746	31.5982	38.3204
GTSF1	12.0053	7.35578	9.05379	6.93086	5.05717	3.18387
GTSF1L	0	0	0	0.384901	0	0.30991
GUCA1A	0	0.143759	0.116433	0.11603	0.111415	0
GUCA1B	0.641575	0.945325	1.02613	1.33997	1.12151	1.51198
GUCA1C	0	0	0.129554	0.172402	0	0
GUCA2A	0.227168	0.19111	0.230477	0	0.441659	0
GUCA2B	0	0	0.219714	0.146483	0	0.422911
GUCD1	23.7235	23.5317	27.5605	25.5337	24.5866	30.1659
GUCY1A2	0.0252627368	0.0053136791	0.0452837852	0.055809502	0.037126914	0.110808554
GUCY1A3	0.5187115	0.9823514	1.311024	0.9705663	0.129102708340903	0.923701
GUCY1B2	0.0349368	0	0.250192	0.0237339	0	0
GUCY1B3	1.61969	1.71698	3.18179	4.18143	1.7123	3.28493
GUCY2C	0	0	0.111418	0.0369869	0.0799439	0.10615
GUCY2D	0.028925	0.121677	0.177594	0.196523	0.113269	0.338427
GUCY2EP	0.227138	0	0.116171	0.154294	0.185246	0.147659
GUCY2F	0	0.0238238	0.0289774	0.0384789	0	0.0552183
GUCY2GP	0	0.0298892	0.109032	0.0241343	0.139088	0.138567
GUF1	3.06971	2.5125	3.8415	3.37283	7.13054	6.70457
GUK1	291.12798	292.7012	302.48957	307.65763	367.0377	282.6835
GULP1	0.0660586	0.0801548	0.168965	0.165407	0.323305	0.257646
GUSB	83.1883	80.498	86.3505	66.0552	82.6696	90.4495
GUSBP1	23.380498	15.886516	45.670956	29.863147	44.354349	31.474916
GUSBP10	0	0	0.242989	0.323298	0.348934	0.465384
GUSBP11	3.20686	2.45398	5.24381	2.60435	4.84891	3.10182
GUSBP2	3.20027	2.74344	3.81024	1.79401	3.78898	4.6948
GUSBP3	13.0621	8.1485	17.8148	9.40717	14.4436	18.4476
GUSBP4	2.72218	2.29377	6.49175	2.56934	6.18272	8.25997
GUSBP5	1.08709	0.823108	1.11121	1.36567	0.531645	1.16631
GUSBP9	18.6326	5.48957	18.67694	12.41414	3.60393	10.45357
GVINP1	2.22667	1.3986	4.49654	2.10758	7.56472	4.66124
GXYLT1	1.066320162445	0.71419953404	1.2362100403047	0.84121625401	1.35085	1.57392
GXYLT2	0.14293	0	0.0729973	0.0970232	0	0
GYG1	101.75976	71.88713	105.34699	78.67457	103.196114	92.58001
GYG2	0.13242	0.13926	0.101611	0.10512	0.162023	0.0645592
GYG2P1	2.49447	2.46951	2.14574	4.00273	3.89876	6.45114
GYLTL1B	0.126406	0.0354488	0.215463	0.171718	0.164922	0.328716
GYPA	0.0405217	0	0.0838721	0	0.126958	0.244169
GYPB	0	0	0	0.204092	0	0
GYPC	68.416307	54.140476	83.137612	48.71959	103.61884	83.758025
GYPE	0.518532	0.2862101	0.292136	1.235372	0.796923	1.10802
GYS1	7.29955	7.69833	8.12172000456216	6.81651000410944	9.18443	8.64256837
GYS2	0.0336565	0	0.137735	0.0685943	0.164719	0.0656351
GZF1	2.25685	1.82503	3.4764	2.69494	3.88354	3.16153
GZMA	5038.58	5500.73	4419.24	3131.98	3669.94	1950.47
GZMB	3748.8	5419.38	5721.45	7748.07	4195.71	4212.82
GZMH	56.73392	39.40517	235.60088	80.82626	105.88182	44.35697
GZMK	11.156	7.89805	5.74444	3.59604	3.88167	2.58746
GZMM	80.76837	23.49124	119.27594	15.8868	132.81638	35.5263
H19	0	0.0390299	0.0948749	0.18905	0.0453892	0.0904863
H1F0	1.1482	1.42966	1.22106	2.80741	1.25821	2.777
H1FNT	0.345495	0.0726626	0.793526	0.175841	1.18143	0.168558
H1FOO	0.215722	0.090736	0.44001	0.219485	0	0
H1FX	3.88945	4.13642	2.99813	3.88545	5.16465	2.14782
H1FX-AS1	1.44289	0.715871	1.67582	0.647461	2.04056	1.79646
H2AFB1	0	0	0.132301	0.0882813	0	0
H2AFB2	0	0	0	0	0	0.898382
H2AFB3	0	0	0.132301	0.0882813	0	0
H2AFJ	10.78418	8.46612	7.216987	10.693851987	6.31351	8.25284
H2AFV	57.6479	45.16866	57.29494	47.42759	70.38485	66.42605
H2AFX	21.5501	19.3084	18.6981	18.9899	16.8809	19.9446
H2AFY	120.36688	111.81105	100.94984	111.09339	112.841418	132.41591
H2AFY2	1.67665	0.871235	0.857111	0.904237	1.44727	0.865691
H2AFZ	2488.45	3116.92	1689.25	2938.73	1404.43	2069.03
H2BFM	0.461398	0.0485213	0.117892	0.0391619	0.112811	0
H2BFWT	0	0	0.270625	0.0900435	0	0
H2BFXP	0.43382	0.973128	1.17798	0.784084	1.12794	0.564774
H3F3A	733.271	557.19	701.363	517.963	824.787	640.124
H3F3AP4	0	0	0	0	0	0
H3F3B	993.997	1147.68	920.865	1087.64	961.898	1018.54
H3F3C	3.13787	3.98736	2.42297	3.0066	2.39701	4.75199
H6PD	5.58392	3.53091	5.4139	3.13373	6.19328	4.53586
HAAO	0	0.147341	0.0893879	0.2377	0.0855545	0.341797
HABP2	0	0.0298577126865	0	0.0482177136749	0.0684855	0
HABP4	0.592489	0.365544	1.21204	0.778093	0.657132	0.616282
HACE1	1.49981	1.08977	1.76776	1.54415	1.8914	2.3484
HACL1	11.0143	8.14721	15.1755	11.5265	18.6327	15.5689
HADH	28.2075	23.166942	30.64138	21.27547	34.24387	29.02208
HADHA	186.33	199.836	187.921	202.705	178.192	237.845
HADHB	28.4275	24.4531	27.3078	29.8428	42.412	41.084
HAGH	32.8576	24.91622	26.90962	28.7589	38.774	37.8811
HAGHL	2.23282	1.53054	2.53289	1.9643	2.18176	3.38888
HAL	0.0816151	0.0686247	0.1948899	0.0554654	0.106536500634936	0.318108
HAMP	0	0	0.344429	0	0.990547	0
HAND1	0.0628409	0	0.0642119	0.0853303	0.184341	0.122596
HAND2	0.045148	0.0379834	0.138504	0.122657	0	0.176117
HAO1	0.0625298	0	0	0.0849084	0	0.609942
HAO2	0	0	0	0.0509593	0.0733794	0.292979
HAP1	0.02709416759	0.0223457	0.05545522784	0.1641061484	0	0.207164
HAPLN1	0.0888587	0.03738	0.0454776	0.22643	0.174024	0.0866308
HAPLN2	0	0.0518039	0.125847	0.0836162	0.120427	0.120128
HAPLN3	26.5368	28.015	39.658	33.8974	39.3501	42.8221
HAPLN4	0.0305428	0.0256965	0.0937569	0.0415017	0.298993	0
HAR1A	0.796475	0.60627	0.845947	0.663487	0.961238	1.84342
HAR1B	0.395856	0.221996	0.672169	0.178914	0.386133	0.772973
HARBI1	3.12158	1.95431	4.67131	2.6117	5.88968	9.34843
HARS	39.82106	35.54291	48.18551	49.947404	54.8574320728	61.004167
HARS2	13.5536	7.25955	13.416	9.28793	15.6634	15.1632
HAS1	0.051632	0.130314	0.105567	0.0701265	0.15152	0.402855
HAS2	0.231048	0.291893	0.353712	0.2288	0.462949	0.447384
HAS2-AS1	0	0	0	0.241119	0.0620898	0
HAS3	0.247086000357252	0.20788100929465	0.387835	0.3479229	0.409222	0.385437
HAT1	34.55838	32.881871	38.10693	36.5413	38.9418	47.03743
HAUS1	28.95947	23.44072	30.36295	24.64578	29.80671	24.05633
HAUS2	5.13448	4.387308	6.43354	5.149969	8.45021	10.303785
HAUS3	3.77208	2.94619	4.44717	3.16631	6.73087	6.50847
HAUS4	29.0664	27.30542	26.83666	27.2872	37.31965	35.07592
HAUS5	12.479	12.3513	15.2695	16.4738	15.4965	20.0057
HAUS6	4.86111	4.07623	5.17616	3.90931	4.80871	7.51898
HAUS7	27.57875	21.54829	28.53773	31.23389	35.75331	52.14445
HAUS8	27.055916	24.492186	25.14092	23.795872	25.56439	30.35696
HAVCR1	0.94619	0.4892862	1.870439	0.9994162	4.045344	2.724733
HAVCR1P1	0.08983	0.151139	0	0.0609544	0	0
HAVCR2	76.8155	78.73	165.421	98.843	166.188	133.808
HAX1	63.26715	68.98239	61.43086	98.17064	63.86583	72.48801
HBA1	3.62044	0.54562	3.42723	4.04596	6.12539	4.76368
HBA2	5.32603	0.919979	14.712	5.41772	7.08075	1.76405
HBB	0	0	0	10.7601	0.396659	33.0437
HBBP1	0	0	0.194197	1.29375	0	0
HBD	0.313928	0	0.319492	16.3792	6.5779	17.7789
HBE1	0	0	0	34.3529	0	0
HBEGF	1.36052	2.63262	0.417373	3.48059	0.310604	0.796087
HBG1	0	0	0	30.8664	2.07424	0.0318358
HBG2	0	0	1.5851	90.4628	1.39255	0.40407
HBM	0	0.223752	0.538736	0	0.516272	0
HBP1	4.75449	1.955899	5.1507	2.642257	6.78551	7.26459
HBQ1	0	0.162595	0.589224	0.261708	0.75261	1.13264
HBS1L	5.55552	5.987168	7.90482	7.35403	9.72399	12.9117
HBZ	0.88094	0.185278	0.22351	0.149026	0.42837	0
HCAR1	1.43884	1.04507	1.75062	1.24474	2.84609	2.35599
HCAR2	0.261096	0	0.0808036	0.17046	0.220467	0
HCAR3	0	0	0.0765035	0.0407926	0.476934	0
HCCS	6.548997	4.955809	8.654048	8.051306	9.784903	10.2699
HCFC1	19.3386	20.7992	23.8189	23.2002	23.4407	24.6918
HCFC1R1	21.17692	13.38192	25.90243	26.71362	20.80614	26.1295
HCFC2	1.58621	1.4407	2.2698	1.39644	2.03011	1.93294
HCG11	1.37114	0.994328	2.26253	1.36844	2.62111	2.78975
HCG17	0.671689	0.282498	0.341638	0.454981	0.817955	1.63988
HCG18	6.42278	5.02584	10.79826	7.38539	11.12694	12.62696
HCG22	0	0.12495	0	0.100864	0.0968623	0.19313
HCG23	0	0	0	0.282134	0	0
HCG25	1.82168	2.24187	3.24331	2.12838	4.95859	3.66848
HCG26	5.77493	3.23875	4.22296	1.37132	22.3727	14.8404
HCG27	1.3346	0.855453	1.81824	0.474624	2.48564	1.73579
HCG4	0.264099	0.201061	0.647944	0.286952	0.967672	0.309097
HCG4B	0.434693	0	0.664963	0	0.742637	0.424275
HCG9	5.8119	2.40369	8.9048	3.41097	11.7461	7.66132
HCK	0.1500334	0	0.511318	0.1358478	0.879504	0.39028
HCLS1	255.77	191.861	310.31	215.623	350.421	297.569
HCN1	0.213288	0.11823	0.208879	0.239382	0.43841	0.432254
HCN2	0	0.103727	0.409993	0.251288	0.211209	0.601059
HCN3	0.532872639	0.707313	0.939651	0.69465	1.000756	1.396955
HCN4	0.0569339	0.0239506	0.0874457	0.0580414	0.0697081	0.0832509
HCP5	22.1877	11.3624	37.9202	12.6207	52.2882	34.6846
HCRT	0.452303	0.380509	1.14728	0	0.439698	1.32554
HCRTR1	0.0540058	0.0454349	0.0552048	0.11002	0	0.105347
HCRTR2	0	0	0.0612482	0.0813867	0	0.350755
HCST	1025.801	956.925	759.408	898.582	525.269	510.41
HDAC1	131.96	105.989	155.658	120.827	170.717	163.426
HDAC10	4.413933	4.87799	3.97182	2.55777	3.81203	2.90708416
HDAC11	0.797286	0.8547508	1.07512	0.819675	0.8158019998	0.56541
HDAC2	12.778002	12.605071	13.965486	14.38636	18.210142	21.534518
HDAC3	28.1146	27.2591	30.0455	31.6419	32.4529	39.2048
HDAC4	1.76094	1.25446	2.28705	1.13954	2.85593	1.30469
HDAC5	3.13062	2.43775	4.878089	2.867872	3.5982228	5.461390152644
HDAC6	7.89126	6.74626	12.9482	7.17804	14.0072	10.672
HDAC7	10.085863	7.78227	10.10412	7.37265	11.75749	9.73598
HDAC8	5.364265	4.447466	6.713415	4.877598	7.621314	8.28834
HDAC9	0.9019653	1.1138883957	0.8364067	0.4404839489979	1.467032100289	1.37753788204
HDC	0.241336	0.0676798	0.04114	0.355183	0.196809	2.11807
HDDC2	14.2219	11.3921	15.0155	11.9645	22.8848	25.7558
HDDC3	23.7479	21.7429	23.8789	28.9181	30.5142	30.187
HDGF	28.17939	23.32329	21.79947	26.02388	24.09233	22.0917631901
HDGFL1	0	0	0.218611	0.218091	0	0.418415
HDGFRP2	1.624866	1.52147	1.5173	2.17307	1.99621000045246	1.26623
HDGFRP3	8.20079	9.74034	7.84834	15.1911	7.16603	17.7056
HDHD1	11.56656	11.812623	6.94732	8.30757	5.01604	10.7861
HDHD2	12.2432	10.2175	17.0923	13.9581	23.9546	26.6621
HDHD3	9.39986	6.57216	7.72266	4.95886	15.0908	10.5321
HDLBP	25.920696	24.903446	24.90217	35.6388	27.588059	44.084512
HDX	0.266834	0.098217451	0.527741	0.136004664	0.3895680086337	0.520251
HEATR1	2.36461	2.15488	2.18678	2.41738	3.26075	4.40672
HEATR2	3.04106042947	3.57203	2.129760201889	4.7602100344364	2.52993563	4.61969
HEATR3	3.02565	2.6944	3.70818	3.43653	4.95195	5.63988
HEATR4	0.177203	0.248476	0.4548824	0.441446	0.520427	0.643705
HEATR5A	0.964646	0.730907	1.52831	0.902872	1.57674	1.87854
HEATR5B	2.18377	1.2759	3.02787	1.64904	4.9314	3.04539
HEATR6	2.49598	2.25632	3.6142	2.77841	5.64139	5.69551
HEATR8-TTC4	0.204436944	0.124484	0.46524702164	0.25133	0.453179	0.618868
HEBP1	14.0622	13.4071	12.4367	14.3753	16.4823	19.7604
HEBP2	2.80716	2.58294	2.9549	4.82177	2.82819	3.42392
HECA	3.05311	1.9314	4.28164	2.65473	4.98327	3.86871
HECTD1	4.36472	3.05864	4.45831	3.85887	6.46297	5.2281
HECTD2	0.1064896	0.1316162	0.67189	0.580521	0.527085	1.086324
HECTD3	6.96096	8.52951	7.15271	6.08352	10.3493	12.2786
HECTD4	2.12999	2.16381	3.41778	2.43849	3.97347	3.18816
HECW1	0.0150588	0.0253393	0.092513	0.0716402	0.0442488	0.205518
HECW2	0.029732	0.0375224	0.106551	0.0404133	0.0582435	0.173903
HEG1	10.9244	9.44548	8.88343	10.5442	11.2497	11.0417
HEIH	6.08615	5.30728	9.84988	5.22228	9.14523	8.22095
HELB	3.39628	1.99337	3.60316	2.46473	4.89902	4.40521
HELLS	11.8767	9.36224	10.4448	10.9352	9.99286	12.1448
HELQ	2.7433	2.11159	3.58364	2.28025	4.71413	3.01622
HELT	0	0	0.241289	0	0	0
HELZ	5.00782	3.0672	6.25353	3.17015	7.89698	6.17002
HELZ2	1.3118994	0.987333	2.0491	1.0503699	2.31061	2.11102
HEMGN	0.66623000265156	0.503396	0.461198	0.301263	0.956084165624	1.317
HEMK1	6.23489	5.68655	6.39664	7.36896	7.72555	9.65839
HENMT1	27.08039	17.47761	44.63635	20.9456	52.378	38.4158
HEPACAM	0.986927	1.05099	0.727987	0.805405	0.963096	0.987566
HEPACAM2	0.05149497	0.08663944	0.0525159	0.10490488	0.05036862	0.200403
HEPH	0.0246423	0	0.0504421	0.0669763	0.0723843	0.144151
HEPHL1	0.104137	0.05841	0.106616	0.0943609	0.135987	0.13536
HEPN1	0	0	0	0	0	0
HERC1	7.93888	4.95879	7.52035	4.12478	12.0286	7.00626
HERC2	5.3409	4.08529	5.03779	4.77476	7.21351	8.27445
HERC2P10	0.995092	0.502194	0	0.404111	1.35571	1.16618
HERC2P2	5.492	4.48646	7.63393	4.43591	6.37211	6.02489
HERC2P3	0.732031	0.457086	0.625287	0.340362	1.93557	1.77066
HERC2P4	3.46257	1.87268	8.70777	4.44102	6.47874	9.58751
HERC2P7	4.67874	4.29788	9.14978	6.88296	8.35838	9.63368
HERC2P9	5.4761	4.45991	5.6969	4.85267	7.21246	7.05463
HERC3	3.01412000022383	2.38651	3.94983	1.5786	4.25053	4.105172
HERC4	4.187466	2.9028436	5.28557	3.913837	6.20633	7.3088
HERC5	5.8152	3.48746	6.92695	3.09995	7.38607	6.33872
HERC6	2.86529	1.676816	5.69387	2.587589	7.25794	6.63737
HERPUD1	44.404693	43.187049	43.639928	47.7925	63.01557	82.08693
HERPUD2	5.70744	4.40708	6.52671	5.82372	8.14606	7.97809
HES1	0.0759229	0	0.232608	0.154598	0	0.148143
HES2	0.365025	0.449004	0.702825	0.413438	1.08788	0.761639
HES3	0.35659	0	0.18129	0	0	0.696484
HES4	0.364439	0.10219	0.567504	0	0.11854	0
HES5	0	0	0	0.0583149	0	0
HES6	3.01537	2.53672	3.24511	2.3783	5.1212229	4.77089
HES7	0.065744508993	0	0.066523	0.13390180781	0	0.127024
HESX1	0.096895	0	0	0	0.189264	0
HEXA	42.3084	33.3836	63.7802	37.0955	70.0673	50.9974
HEXA-AS1	1.66679	0.887441	3.23374	1.65946	4.1167	3.52881
HEXB	37.1434	35.6165	49.5095	31.2262	52.565	49.0839
HEXDC	6.93927	6.18096	9.03726	5.38852	8.23044	10.604
HEXIM1	4.3191	4.25467	5.59858	4.04108	8.86265	9.1833
HEXIM2	3.11591	2.40875	3.52487	2.45746	4.19646	5.09448
HEY1	0.185824	0.078599693	0.0477657091	0.095178231	0	0
HEY2	0	0	0.0406552	0.107998	0.388978	0
HEYL	0	0.0640081	0.155728	0.137851	0.0248301	0.0989001
HFE	0.28731	0.243102	0.118818	0.38477	0.325649	0.155417
HFE2	0	0	0.108785	0	0.0737621	0
HFM1	0.0841757	0	0.323123	0.243102	0.206075	0.738575
HGC6.3	0.114072	0	0	0	0.111341	0.222693
HGD	0	0.0452173	0.0549411	0	0	0.104842
HGF	0.303873913	0	0.271980168	0.051604408	0.185867686	0.074078729
HGFAC	0.0529583	0.0891074	0.108273	0.25174	0.36261	0.309908
HGS	36.0493	34.9651	39.7883	35.1159	44.4002	49.9194
HGSNAT	1.25196	1.73882	2.50223	1.51249	3.25	3.02228
HHAT	0.317209	0.140086	0.436478	0.223598	0.149136	0.99183
HHATL	0	0.104951	0.191212	0.0423495	0	0.227226
HHEX	0.434214	0	0.126772	0.29481	0.303281	0.121014
HHIP	0	0	0.181115	0.060127	0.0577577	0.0575249
HHIP-AS1	0	0	0	0	0.0984918	0
HHIPL1	0.0958657	0.0255113	0.2187472	0.0824058	0.234471	0.0934935
HHIPL2	0.041342	0	0.169131	0.252733	0.0404555	0.0806311
HHLA1	0	0.0427687	0.0520268	0.0345408	0.0248862	0.049562
HHLA2	0.585453	0.48464	1.02566	0.70639	0.819544	0.745361
HHLA3	7.11299	4.22447	12.27886	7.3999500259499	12.53218	11.09876
HIAT1	27.6075	28.0075	36.3989	23.8173	35.6934	41.2668
HIATL1	6.65537	6.6862	6.77425	5.13121	7.6448	7.76149
HIATL2	1.31519	3.04074	2.46692	2.39522	4.06796	2.00479
HIBADH	6.59929	4.50528	9.78691	4.62827	9.10032	9.60201
HIBCH	6.880478	5.786154	8.636527	6.41003	11.82741	12.8574
HIC1	1.50203046375	1.255228	1.83825	0.774671	1.42051	1.627320637
HIC2	1.03061	0.538503	0.934149	0.85726	1.08366	1.03422
HID1	0.0629116	0.0793936	0.354037	0.0854828	0.184752	0
HIF1A	28.694002	30.238206	32.84857	37.196816	26.626279	51.253638
HIF1A-AS2	0.146658	0	0	0.088687	0	0.131819
HIF1AN	8.92313	8.30916	12.4617	10.9845	13.6415	14.3766
HIF3A	2.5233	1.7344710739661	2.716981148	1.8968370072354	3.416977298642	3.51369934
HIGD1A	27.160813	23.578151	30.177806	24.678816	30.678346	30.597238
HIGD1B	1.266341	1.17875	0.728087	1.023292	0.501445	0.473447
HIGD1C	0.603463	0	1.20681	0	0	1.17976
HIGD2A	156.776	116.157	136.132	113.22	142.518	114.548
HIGD2B	0	0.0861383	0.104452	0.277848	0.299951	0.199865
HILPDA	4.39488	3.10801000086924	6.01051	4.67707	3.76021	6.88719
HILS1	0.261513	0	0.133223	0.149184	0.765302	0
HINFP	8.944644	5.2057	9.442171	7.998078	9.44231	10.28429
HINT1	823.72654	747.97235	847.32547	971.26649	932.91059	959.53257
HINT2	91.0281	94.4857	85.9934	110.127	88.0345	94.9461
HINT3	3.28324	3.36629	5.22691	3.60648	5.42985	7.27087
HIP1	3.40919	2.1773254	4.195237	2.587818	6.01732	4.80997000084077
HIP1R	18.1919	13.6614	18.1679	17.088	21.2757	22.7711
HIPK1	6.72931	3.8231989477	9.193644	5.89698761	11.2743482	7.42189826
HIPK2	8.77343	4.547529	16.76265	5.91703	30.1539	16.97615
HIPK3	1.59875	2.110363	2.698881	2.113340118942	3.966329	3.98326
HIPK4	0.087029	0	0.222503	0.118223	0.0851564	0.339483
HIRA	6.34877	5.03494	8.41479	6.75353	8.12665	6.64652
HIRIP3	19.68521	17.20308	25.01805	27.46917	27.75443	31.82722
HIST1H1A	1.39748	1.30613	1.58039	0.841741	1.36204	2.42583
HIST1H1B	20.6762	23.9627	19.9548	20.7573	16.5705	18.2441
HIST1H1C	47.522	40.821	58.42	44.3607	54.3122	46.2445
HIST1H1D	84.9924	74.6472	76.9608	92.8449	56.7962	49.4275
HIST1H1E	309.733	269.367	258.396	260.187	217.504	206.139
HIST1H1T	0	0	0	0.345238	0	0
HIST1H2AA	0	0	0	0.184632	0	0
HIST1H2AB	0.291081	1.22494	0.58929	1.37731	0.564576	3.41299
HIST1H2AC	19.9212	16.3552	4.92724	6.40943	12.7456	13.7687
HIST1H2AD	0.690929	0	0	0	0	0
HIST1H2AE	1.16465	3.52722	2.59891	3.30904	2.94299	1.82049
HIST1H2AG	10.1565	5.54522	6.67323	6.86761	9.5901	5.36405
