Coculture_t24h_Donor1_IL-15-1ng-mL	Coculture_t24h_Donor1_IL-15-1nM	Coculture_t24h_Donor1_IL-15-Monalizumab	Coculture_t24h_Donor1_Mabkine	Coculture_t24h_Donor1_Monalizumab	Coculture_t24h_Donor2_IL-15-1ng-mL	Coculture_t24h_Donor2_IL-15-1nM	Coculture_t24h_Donor2_IL-15-Monalizumab	Coculture_t24h_Donor2_Mabkine	Coculture_t24h_Donor2_Monalizumab	Coculture_t24h_Donor3_IL-15-1ng-mL	Coculture_t24h_Donor3_IL-15-1nM	Coculture_t24h_Donor3_IL-15-Monalizumab	Coculture_t24h_Donor3_Mabkine	Coculture_t24h_Donor3_Monalizumab
FRMPD2P1	0	0	0.120924	0	0.1789258	0	0.0474224	0	0	0.0666166	0	0	0	0	0
FRMPD4	0.00886601	0.0162395	0	0.0158788	0	0.0586105	0.0103469	0	0	0.0145382	0.0598415	0	0.0124568	0.00911039	0.0693615
FRRS1	1.07335	0.751657	0.708743	0.466456	0.954706	1.17134	0.555547	0.203612	0.273574	0.908607	1.1113	0.636665	0.755577	0.503209	1.07076
FRRS1L	0.208522	0	0	0	0	0.153867	0	0.0742893	0	0.114184	0.156699	0.0916017	0	0	0.437877
FRS2	1.60239	0.2613409	0.6983156	0.4814413	1.419075	1.064266	0.691751	0.235429	0.447372	1.06216	1.309279	0.536123	0.555259	0.631677	1.099198
FRS3	1.15941	0.597346	0.531536	0.356121	1.06306	1.68007	0.677224	0.504342	0.405836	0.951362	1.46862	0.191188	1.06865	0.855526	1.25086
FRY	0.153581	0.0127866	0.0256326	0.025009	0.102116	0.230712	0.0407318	0.0449225	0.120929	0.125911	0.141345	0.0645227	0.0392338	0.0717381	0.327618
FRYL	4.80773	1.953	2.14904	2.71633	3.65778	3.53072	1.89988	1.801	2.01688	3.25578	4.05052	2.49543	2.26963	2.93946	4.30454
FRZB	0	0.102541	0	0	0	0	0	0.0599666	0	0	0	0.0369325	0	0	0.0877668
FSBP	0.00345549	0	0.232738	0	0	0	0	0	0	0	0	0	4.61683e-09	0	0
FSCB	0	0	0	0.021892	0	0	0.0285824	0.0262266	0	0	0	0.0646045	0	0	0.0383631
FSCN1	5.89691	3.24568	3.62274	7.15409	8.11609	3.2379	1.48727	2.93617	2.03018	10.2201	0.934893	0.876763	0.661104	2.27444	0.86811
FSCN2	0	0.0876871	0.223562	0.0427303	0.351503	0.211568	0.167823	0.051219	0.194908	0.157158	0.323487	0.361885	0.385357	0.0982424	0.30083
FSCN3	0.167497	0	0	0	0	0.0925025	0	0	0	0.137464	0.282944	0.276156	0	0.0429818	0.197257
FSD1	16.4477	16.5209	15.6938	17.8339	9.8767	6.26169	10.0362	9.56097	12.7671	8.10643	12.4779	14.3868	11.8814	15.692	5.1929
FSD1L	2.061545	0.9761692	0.4121647	0.995844	1.55205	3.37977	2.5197495	1.203018	2.309198	2.7499597	0.970367	1.541904	3.381314	1.569065	3.511451
FSD2	0.0312278	0	0.152739	0.0558292	0.38158	0.206786	0.109423	0.0668939	0.0954079	0.358685	0	0.164809	0.0877261	0.032065	0.146936
FSHB	0	0	0	0.55629000105611	0	0	0	0	0	0	0	0	0	0.127861000714467	0
FSHR	0.258857	0	0	0	0.210817	0.190422	0	0	0	0	0	0.0379516	0.0404006	0.118142	0.180397
FSIP1	0.0275099	0.201572	0.235504	0.368976	0.672051	0.303526	0.449781	0.206297	0.448299	0.631891	0.433522	0.0726018	0.309141	0.226007	0.948863
FSIP2	0.544076	0.116478	0.177312	0.33866	0.413297	0.11673	0.0824447	0.094746	0.172815	0.254862	0.357624	0.111969	0.109211	0.11256	0.259662
FST	1.098203	0.269638	0.158659	0.166703	0.540217	0.487672	0.165127	0	0.0619069	0.571797	0.833435	0.388282	0.165254	0.117776	0.262994
FSTL1	0.0796178	0	0.0486989	0.231511	0.0485887	0.0438972	0.0697158	0	0	0.0979484	0.179194	0	0.0559239	0.0817827	0.0935421
FSTL3	0.247938	2.27091	1.55378	1.19129	1.51477	0.0684074	0.615378	0.165975	1.48345	0.355976	0.209338	1.63567	0.696516	2.80045	0.583295
FSTL4	0.056263	0	0	0.0377715	0.17158	0.124028	0.0164183	0.0150797	0	0.0461363	0.0316513	0.0557046	0.0395223	0.028902	0.0440409
FSTL5	0	0.0289402836	0.0193312917	0	0.0385529287	0.0346124	0	0.0169367994	0	0	0.0355548275	0.041712308	0	0	0
FTCD	0.548715	0.0761069	0	0.0376979	0.309793	0.277534	0.0493203025252	0.04518090608363	0	0.138564	0.3802770482711	0.055672	0	0	0.06628010537726
FTH1	1480.18	1525.77	1224.03	1892.52	1104.51	899.464	1274.57	1406.1	1652.84	990.076	918.098	1060.81	1165.07	1537.87	1054.88
FTH1P18	0	0.171983	0	0	0	0.624475	0.109886	0	0	0.154301	0	0.123603	0.395163	0	0
FTH1P3	4.63781	2.98818	6.32346	5.72773	2.00785	3.22615	5.84093	3.87812	7.38112	3.13326	2.6512	4.55255	3.30619	4.92896	5.58275
FTHL17	0	0	0	0	0	0	0	0	0	0	0.242673	0	0	0	0.339989
FTL	3446.1	7736	6429.65	8372.79	2869.16	1997.34	4945.29	5605.26	5914.49	1946.74	2082.32	4193.81	4625.01	5331.36	2053.3
FTLP10	1.90562	1.25883	1.38652	0.847693	0.712441	0.956984	1.06542	0.768731	0.795184	1.83056	1.35236	1.65186	0.888306	1.17721	1.56001
FTMT	0	0	0	0.0878027	0	0	0	0	0	0	0	0	0	0.101171	0
FTO	11.4229	3.84488	1.94923	3.84237	4.61441	4.0384	3.68955	3.00333	2.80823	5.68204	3.32673	2.51101	2.95	3.28501	3.88974
FTSJ1	26.64589	25.58144	24.8616	23.69785	19.859	18.434018	27.65787	23.476175	28.05361	13.87	14.78132	23.77869	24.30196	25.79569	15.79014
FTSJ2	20.9569	36.0726	27.9698	40.7401	20.1184	23.7002	31.1548	31.5484	37.6399	22.7034	19.227	29.4988	33.2093	34.8073	16.9297
FTSJ3	29.6644	42.1707	44.0341	40.0951	20.6946	15.245	24.1556	26.8471	26.5509	16.2276	13.5928	19.0256	28.1256	25.3031	14.8405
FTSJD1	5.57924	1.908838	1.355435	2.136116	2.22027	3.21786	2.4943	1.271673	1.799591	4.52258	3.62525	1.813704	1.990958	2.65889	2.312473
FTSJD2	7.71066	3.21767	2.73719	2.49839	3.70079	3.05814	2.30981	2.43771	2.73133	4.21578	4.07825	2.02573	2.9873	2.84917	3.90984
FTX	2.56576	1.37097	1.67624	1.32347	2.6416	3.41681	1.17293	1.19358	1.09579	1.65531	2.28987	1.3405	1.07601	1.48075	2.54772
FUBP1	60.9744	43.8426	38.0886	44.0268	36.2709	29.8064	42.5987	30.6374	41.029	35.0461	23.5312	30.2392	28.0104	32.3963	25.2522
FUBP3	5.26792	4.82484	2.68468	3.53366	4.28841	3.38969	3.53134	1.9076	2.85676	2.7607	6.03887	3.95877	3.76853	3.05585	5.08373
FUCA1	36.7145	13.329	13.2064	17.1483	17.0658	27.3804	22.552	21.5831	24.7219	31.8026	13.794	11.5083	12.1485	12.0049	11.8854
FUCA2	18.9522	8.16221	5.15002	9.76712	10.2918	11.1818	8.80437	7.97611	11.4379	14.2718	11.7498	7.77168	9.17368	9.80874	9.4769
FUK	9.16979	5.51534	3.30074	4.46085	5.05898	6.25217	4.47401	4.21191	4.89961	9.49292	7.74475	3.4322	3.296	5.92468	6.2173
FUNDC1	8.98798	5.83491	6.48043	6.55883	6.59815	5.48381	4.38755	4.23556	4.82453	7.90599	7.8182	4.75646	6.45829	6.74944	6.35409
FUNDC2	20.2087	16.8416	17.4251	23.5929	15.7673	9.65423	14.4778	17.9132	19.4715	14.0584	10.6688	14.986	17.0499	16.3165	12.6099
FUNDC2P2	0.696728	0.293231	0.259257	0.667977	1.45111	0.118715	0.249104	0.231349	0.380064	0.0881918	0.125072	0.0699486	0.0744954	0.11033	0.513465
FUOM	72.0299	58.9757	82.5158	98.9661	56.3824	69.7811	52.9148	63.1318	70.6716	64.3018	44.5791	50.0252	55.2617	65.4127	59.2078
FURIN	56.8216	102.946	82.4547	94.2168	29.7308	32.8124	91.8606	87.7196	100.128	28.7437	32.2983	136.787	140.77	138.375	32.9023
FUS	98.009549	92.7441	90.6307	98.3879	65.524426	65.1115	80.0522	89.106757	95.898	78.8083	52.073	82.5077	93.3945	93.950165	49.7733
FUT1	3.18124	1.12441	1.02406	0.98724	1.12237	2.29444	1.14942	1.07645	0.964906	1.69894	2.18294	1.06274	1.15001	0.783604	2.31287
FUT10	0.605047	1.34579	0.158596	0.251301	1.2662	1.19156	1.23627	0.648389	1.38672	2.72942	0.583646	0.456307	0.546401	0.443903	0.169284
FUT11	1.95409	4.2816	2.66981	2.43041	3.74813	3.72322	3.71546	2.05111	2.22382	2.07518	5.78137	2.52715	4.84325	3.46136	4.27003
FUT2	6.05638843686	1.5021412	2.09607000158079	2.06024	2.67838	3.278259	1.2062147	0.9472869	1.3227728	3.483840266068	3.828113	1.62448	1.5545388	1.5840036	3.30375
FUT3	0.278455	0.152525	0.0758092	0.357593	0.617947	0.780486	0.181486	0.13246	0.125061	0.0672904	0.279504	0.169107	0.0541727	0.153007	0.242396
FUT4	1.53346	1.42923	0.80999	1.77176	0.850958	1.31868	0.665108	0.902685	0.540379	1.03191	0.853347	0.655837	1.06697	0.676965	0.813163
FUT5	0	0.14543	0.0794358	0.0354586	0	0	0.0927541	0.0424945	0	0	0.0893968	0.483832	0.0557485	0.0432583	0
FUT6	0.539054	0.751447	1.7441	0.77467500230283	1.11369	0.791172	0.7373225	0.909456	0.507156	0.837942	1.74101	1.35692	0.643326	1.2072	1.19992
FUT7	12.9142	7.03984	3.94562	7.01237	3.53214	0.78445	1.81126	2.65536	2.56188	1.77127	2.92683	2.28564	1.89703	1.72487	2.58443
FUT8	22.56837	9.7153600462443	10.089452	12.140195	12.572017	9.83597	9.508731	5.695788510312	9.801695	12.384926	6.923095	3.746041	4.80792	4.970689	6.062914
FUT8-AS1	5.90847	1.30424	3.12441	3.75192	2.59646	5.41609	2.45628	1.05542	2.37399	3.10545	1.09378	1.67054	0.848979	1.50391	3.11481
FUT9	0.419863	0.172664	0.137115	0.073688	0.216799	0.248897	0.159106	0.113465	0.0901327	0.262568	0.319258	0.0935212	0.151197	0.138784	0.296334
FUZ	4.76145	2.45314940363985	2.602919	5.8814800210113	3.56882	3.11426	2.21495	1.6127930414694	4.500302	7.45885	4.38299	2.4712250832613	2.560769047164	4.51613	6.35556
FXN	10.20163	18.028554	9.288198	22.114731	8.2476	5.794325	13.769303	9.918498	17.880352	9.81007	5.400969	11.801138	11.819222	11.082583	3.958107
FXR1	11.141715	4.938677	3.487562	4.589825	6.74648	6.292129	3.855223	3.219243	3.99515	7.336435	5.48659	3.157452	3.762072	3.12392	4.61214
FXR2	11.2909	8.23518	9.44839	6.65448	7.57302	4.38954	6.21542	5.61937	6.89484	7.62997	6.63057	5.83033	5.04484	7.16436	5.58906
FXYD1	0.175257	0	0	0.464659	0.867983	0.390848	0.447819	0	0	0.628628	0.431351	0.250281	0	0	0.304057
FXYD2	94.9706	34.9757	34.80043	39.5097	57.9918	28.5345	13.89437	17.57375	20.05171	16.87967	22.9756	11.33926	4.80636	6.25768	23.82447
FXYD3	0.888866	0.415094	0.571469	0.148603	0.723117	0.685779	0	0.120756	0.345369	0.0973159	0.801274	0.365997	0.2468626	0.182371	0.964499
FXYD4	0	0	0	0	0.3582	0	0.170098	0	0	0	0.327747	0.19071	0	0	0.362374
FXYD5	653.23744	431.88126	440.95225	508.43476	440.92221	505.39253	384.46739	426.51097	455.31478	476.56953	413.20301	388.0908	412.48991	468.22839	496.16052
FXYD6	0.2642654	0	0.0538298	0.0393314	0.107773559	0.194625	0	0.0942814	0.0896832	0.332016	0.0992094	0.232358	0.0618554	0.180824	0.409397
FXYD6-FXYD2	0.908353	0.890271	1.697092	1.055377	1.492892	0	0.226446	0.762484	0.621785	0.228552	0.202293	0.362717	0	0.418734	0.439602
FXYD7	1.63516	0.691526	0.459732	0.334847	0.310194	0.279599	0.294876	0.268003	0.766892	0.207003	0	0.330999	0	0.386267	0
FYB	29.1167	3.224126027278	2.60142	3.24608	14.9609	32.6483	6.068420119588	5.74961	6.25129	27.89737	53.4007	10.70982	14.53837	11.91317	52.2509
FYCO1	2.71349	1.27482	0.711619	1.14394	1.46081	2.34902	1.03843	1.07705	1.79537	2.42699	3.03264	1.87275	1.43586	1.33077	2.74314
FYN	42.85902	17.08453	17.23144	27.532783	35.35126	56.45339	25.842205	24.56242	24.96635	50.89918	52.4365	20.765777	26.14113	30.83803	70.2152
FYTTD1	21.97992	11.545206	9.084924	9.988059	11.572429	18.78489	14.021198	9.49722	10.699073	18.778967	18.6757	12.73354	12.26031	12.384385	16.857958
FZD1	0.0350033	0	0	0	0.213566	0.115773	0	0	0.0178295	0.0861182	0.0787747	0.046203	0.0245872	0.017979	0.0548192
FZD10	0.187382	0.128716	0.171898	0.0419012	0.114395	0.310022	0.164099	0.150589	0.0715748	0.115274	0.0527233	0.154558	0.164516	0.0481138	0.110118
FZD2	0.650522	0.365544	0.256186	0.336292	0.475713	0.571678	0.548268	0.18896	0.329631	0.709737	0.795525	0.44076	0.245373	0.289874	0.450143
FZD3	0.9935061	0.5312067	0.5282195	0.590673675	0.7216688	0.9920999	0.4827801	0.3856128	0.4251187	0.7162809	1.1629902	0.731116	0.472806181752	0.43378776	1.1014331
FZD4	0.864195	0.632155	0.38746	0.494535	0.782504	0.607052	0.53578	0.240695	0.324938	0.906383	0.66468	0.370513	0.315262	0.195329	0.754891
FZD5	0.298575	0.0420687	0.0421582	0.0616877	0.280093	0.20248	0.040209	0.110819	0.117004	0.018832	0.258387	0.257732	0.048402	0.188786	0.107838
FZD6	2.53235000212067	2.43586	0.620759	2.4357920451318	1.57394	1.82545200138857	1.5309401	1.09228	1.5188306255	2.4815499457	0.608611	1.04517	1.27371	0.99341804943	1.57819006694
FZD7	0.198457	1.09057	0.0242776	0.0532682	0.77512	0.17507	0.278039	0.297771	0.060649	0.358083	0.0893321	1.06628	1.42185	0.468863	0.248707
FZD8	0.144945	0	0.0295474	0	0	0.106588	0	0	0.0246062	0.0396308	0.108757	0.0956412	0	0.0496217	0.113581
FZD9	0.0667099	0	0.122347	0	0.163063	0.0736357	0	0.285769	0.101902	0.0547346	0.075105	0.0440059	0.187398	0.10274	0.366289
FZR1	21.92227	12.900280223111	20.73201	18.63781	19.49855	18.5353	12.8331	11.551152	13.77472	20.33628	22.95896414001	14.24009	13.608107	12.95463	20.54697
G0S2	0	0	0	0.31416	0	0.391304	1.03306	0.47116	0.718107	0	0.995474	0.116246	0	1.17591	0.278565
G2E3	1.85672	1.24122	1.31009	1.60139	2.67808	2.36011	1.32881	1.3077	1.31175	1.71143	1.98226	1.00191	1.12339	1.19748	2.07918
G3BP1	47.104	67.4783	46.3505	54.7683	38.40993	30.33646	51.3358	42.1861	52.6212	33.49969	25.50916	36.1648	38.42008	36.22032	22.58954
G3BP2	15.38768	18.67905298	14.530312	16.8978236	14.881859	8.465299	13.839319	10.533446409	13.947214	8.466416	8.670299	13.3227934	12.24100536521	13.376778	7.423174
G6PC	3.5031600017099	1.85072000842635	1.56283000052711	1.39925	2.49877000427293	2.44081000166816	1.40060000198245	1.29774000569706	1.691035	2.74076000519446	2.7218400115763	1.36695000070185	1.28711000102176	1.574476	2.76391000706614
G6PC2	0.4762760192664	0.342379	0.170534	0.122544	0.258582	0.305156	0.124695	0.172309	0.166204	0.271732	0.436363	0.147079	0.389798	0.329944	0.298073
G6PC3	6.275845	14.420713	6.629443	15.011657	4.90425	6.75053	9.30367	8.56187	12.448657	13.226416	4.334762	5.604471	6.6745	9.45303	3.91982
G6PD	49.9962	49.7645	51.7943	57.1706	32.00178	29.66591	42.8312	39.8691	42.7671	43.7783	27.69542	43.0941	44.78458	41.9312	24.69943
GAA	4.00412	1.68063	1.31624	2.33504531	1.87981228	6.05032147295	3.546876	3.75351	5.664262	7.77654	9.38468400352707	4.235606	4.5568072036	5.289003	13.00855
GAB1	0.73648	0.19137	0.280965	0.223714183583	0.63269326401	0.317635	0.067286907627	0.0203707	0.039163947994	0.362415	0.12971815146	0.0253736624189	0.04050232989	0.0195194	0.163485
GAB2	2.3800385749	0.1825966329	0.21347412344	0.45737256288	0.5775248476	2.613008	1.1635364674	1.01918789	0.8379269256	2.174556	3.086281	1.466710267894	1.648152	1.607662	3.159765415
GAB3	18.5007	4.13818255605	3.37295	1.864177386	5.19999309	8.41034	3.38538009	2.59352525	2.76042936	6.67484797	16.369825848	4.08288	4.749550817282	5.25084491	18.39315
GAB4	0	0.0540967	0.0361131	0.0528038	0.144317	0.0651763	0.0344908	0.158166	0	0.19382	0.332437	0	0	0	0.0463098
GABARAP	325.028	110.114	114.996	141.83	230.937	234.128	125.839	143.565	143.956	246.84	275.543	162.828	179.188	178.405	310.737
GABARAPL1	46.6963	8.55443	8.40553	9.09926	27.7305	23.2577	8.63025	7.17946	11.9723	31.9832	45.6084	13.7738	13.6528	15.2071	53.1962
GABARAPL2	95.9699	59.6443	50.8365	54.7257	72.7222	60.3666	40.2681	39.2661	43.1465	53.6376	72.2813	40.8805	41.1951	39.677	71.0382
GABARAPL3	0	0	0	0.0375271	0	0.0928189	0.148116	0	0	0	0.189665	0	0	0.0431281	0.066306
GABBR1	0	0.0920979	0.08694400272342	0.104991	0.4336080492429	0.19291	0.0586947	0	0.102444	0	0.226302	0.0221228	0.0743132	0.10950600312453	0.111301017384
GABBR2	0.581068	0.121417	0.177392	0.110005	0.269115	0.366915	0.127895	0.0878086	0.0273342	0.244096	0.126274	0.108434	0.0572683	0.0701816	0.211254
GABPA	3.53957	2.19973	1.994782	1.26224	3.442940735005	2.82423	1.570565	0.978376	1.70799	3.15351	3.03047	1.564783	1.304716	1.793011	2.28163
GABPB1	20.7521503337	11.956090269195	9.14093	9.961904	7.390701753567	8.085428	9.91777	7.662046	10.50489	8.945532	8.11332	10.00881	9.124095454	7.999479	4.176926
GABPB1-AS1	8.76572	4.16012	3.91	5.43983	7.85409	7.5024	3.75372	4.14707	4.30317	6.6541	7.41846	2.94208	3.19354	3.54296	6.90506
GABPB2	7.72667	3.11253	2.37353	2.20426	3.06755	4.19969	1.98519	1.64564	2.26543	2.39032	4.91999	1.54744	1.59083	0.955092	3.30263
GABRA1	0.121762	0.069907119	0.0211026	0.0170741625	0	0.084163087	0	0	0	0	0.171786039	0	0.0251041	0	0.149450357
GABRA2	0.2336221	0.1105321	0.0737888	0.249692	0.453499	0.0740329	0.0379159	0.138337	0.0970182	0.2577695	0.261312	0.2664045	0.1630346	0.1899796	0.425245
GABRA3	0.0833986	0.0509235	0.0679945	0.0497136	0.0873785	0.0613456	0.0324658	0	0	0	0.0625842	0	0.117148	0.0685869	0.174342
GABRA4	0.1235092	0.0809745	0.1359460146264	0.0858529	0.2394820871058	0.110877	0.02420430758036	0.00748935530764	0.0845045	0.1585490614597	0.217992153163	0.0662169	0.067502	0.06389180631003	0.217578106488
GABRA5	0.0560415	0	0	0.0250542	0.0684566	0	0	0	0.0271603	0	0	0	0	0.028775	0.0836083
GABRA6	0	0	0.0377706	0	0.150969	0.0681783	0.0360776	0	0.0314575	0	0.139092	0	0.0433868	0	0
GABRB1	0	0	0	0	0	0.0782729	0	0	0	0.116352	0.0798276	0.1403	0.0497908	0	0.111252
GABRB2	0.0812112	0.01888970278919	0.012620500219779	0.036358	0.10060300674861	0.06818230215234	0	0.01105850157251	0	0	0.09281341301	0.013615500334935	0	0.052982900838457	0.01745870162938
GABRB3	0.0284035598	0	0.04936612345	0.0488758516	0.0643422	0.1203599433	0.0165853029	0.0146345277	0	0.1176564398	0.15358	0.0174096	0	0.0875616954	0.0427378576
GABRD	0.0410831	0.225783	0.100433	0.146783	0.200998	0	0.144009	0.0439786	0.0836595	0	0.185061	0.216757	0.115398	0	0.451532
GABRE	0	0	0	0	0	0	0	0.0261747	0	0.0801525	0	0	0	0.075268	0
GABRG1	0.333929	0.142718	0.0817282	0.139522	0.135741	0.147192	0.0129912	0.0119353	0.0793881	0.0365069	0.200359	0	0.125109	0.0457477	0.104523
GABRG2	0.112264	0.0685462	0.095020394	0.01737419259	0	0.0428232189	0.0655318	0.0200543	0	0.122761	0.0842201	0	0	0	0.0879208
GABRG3	0	0.0976799	0.130282	0	0	0	0	0.0570374	0	0	0	0	0.110548	0.1212	0.0838255
GABRP	0.0464483	0	0.0284069	0.0207733	0.0567112	0	0	0	0	0.0380986	0	0	0.0326242	0	0
GABRQ	0.0394396	0	0	0.0352323	0	0	0	0	0	0.194193	0	0	0	0	0
GABRR1	0.219987	0.0505294	0.231452	0.118854	0.27699	0.48314	0.0636361	0.0291688	0.0543465	0.397396600863586	0.430497	0.0730139	0.191044	0.0278315	0.387093
GABRR2	0	0.0692569	0.184868	0	0.0924528	0	0.0883373	0	0	0.186142	0	0	0.0530988	0	0.118677
GABRR3	0.1059488	0	0	0	0	0	0	0.0566706	0	0	0.1193602	0.0698486	0	0	0
GAD1	0.13247900362846	0	0.0799213	0.0197515	0.0539108	0.146109	0	0	0.0224911	0.1075	0.0496982	0.0862611	0.0620344	0.0226786	0.103029
GAD2	0.290117	0	0.0788303	0	0.157572	0	0	0	0.0328279	0.0528954	0.0725811	0.0425302	0.0452775	0	0.171815
GADD45A	9.78191	4.96608	6.97793	11.61919	6.20944	4.30127	11.50841	6.17576	11.155	7.35468	5.97597	8.817324	8.93611	8.795654	5.37659
GADD45B	42.124	41.5135	51.0914	56.7798	28.7074	24.7335	30.5753	35.4308	43.4134	36.435	13.7332	42.6625	51.6711	61.5431	19.6384
GADD45G	12.4312	5.47796	6.338	12.1919	4.05694	10.806	5.98394	4.11839	4.80231	7.62783	11.178	12.1281	8.28365	11.938	7.07007
GADD45GIP1	60.2793	204.358	183.406	200.125	77.4063	58.1986	117.776	116.287	153.759	77.6221	37.4333	117.174	130.919	171.302	37.0646
GADL1	0.104905	0.153484	0.0527381	0.131183	0.102934	0.184806	0.140008	0.0897962	0.0215308	0.137447	0.094296	0.139515	0.0882813	0.131179	0.361004
GAGE1	0.5490932	0.58385	0.599757	0.566276	0.722862	1.01481	0.438296	0.21016	0.249731	0.443819	0.360198	0.323557	0.397704	0.575093	0.345842
GAGE10	0.52329	0	0	0	0	0	0.409668	0	0	0	0	0	0	0	0
GAGE12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548178	0
GAGE12C	0	0	0	0	0	0	0	0	0	0	0	0	0	1.754164	0
GAGE12D	0.571248	0	0.782544	0	0	0	0	0.3418188	0	0	0	0	0	0	0
GAGE12E	0	0	0	0	0	0	0	0	0	0	0	0	0	1.754164	0
GAGE12F	0	0	0	0	0	0	0	0	0	0	1.301655	0	0	1.161417e-05	0
GAGE12G	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92453	0
GAGE12H	0	0	0	0	0	0	0	0	0	0	0	0	0	0.829634	0
GAGE12I	0	0	0	0	0	0	0	0	0.398022	0	0	0	0	0	0
GAGE12J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2C	0	0.328226	0	0.1994212	0	0	0	0	0	0	0	0	0	0	0
GAGE2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2E	0.4616195851	0	0	0	1.391014531	0	0.3141269523	0	0	1.55544	0	0	0	0	0
GAGE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21302	0
GAGE7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE8	0	0	0	0	0	1.31816	0	0	0	0	0	0	0	0	0.597118
GAK	41.0503	24.101	21.7034	26.3587	23.5084	30.047	19.6308	22.0733	23.013	28.6547	33.3494	23.2162	26.996	25.6197	36.7678
GAL	0	0	0	0	0	0.251548	0	0	0.115123	0.18632	0.255734	0	0.158902	0.463978	0
GAL3ST1	0.754596	0.162633	0.542492	0.515285	1.08619	1.37304	0.363096	0.285046	0.316338	0.291454	0.799879	0.585424	0.187014	0.455583	0.488029
GAL3ST2	0	0	0	0	0.410511	0.247038	0	0	0.113702	0	0	0.0736411	0.0784319	0.0573068	0
GAL3ST3	0	0	0.0849275	0.0414037	0.226062	0.459492	0.0270243	0	0.0471493	0.303739	0.156287	0.183265	0.130048	0.142626	0.072537
GAL3ST4	0.996428	0.283549	0.16821	0.139736	1.24858	1.17928	0.242954	0.299273	0.294768	0.823752	0.928629	0.236207	0.411785	0.519566	0.618861
GALC	4.4356	1.51379	1.544959	0.774624	2.451443	2.69663000409708	1.07971	1.24422	1.74385	3.32439	3.59541	1.533423	1.54796	1.51589	3.393644
GALE	28.02649	41.38896	39.18371	52.37681	20.79602	23.24863	36.56819	37.53314	38.670377	27.34844	11.91455	23.428353	30.07792	25.880522	21.21896
GALK1	58.8758	40.4493	31.4252	49.4688	34.4602	32.8239	38.4782	40.3737	40.9208	34.8832	41.1278	52.1367	54.7764	65.8603	33.4177
GALK2	8.98695	4.150133	1.34949	4.11099	1.46434107152	3.15824	2.453098	2.708739	3.3768	2.59337	2.765019	2.780588	2.96108	3.15	5.39361
GALM	16.1356	6.59375	8.03946	10.921	11.1408	11.7201	5.58742	5.12437	5.56378	13.1774	17.0709	9.2249	12.4124	9.60934	21.2812
GALNS	12.0603	6.96072	1.69681	4.69559	7.43028	8.97198	3.28064	2.97246	5.1819	8.29572	5.87755	4.57731	7.79691	4.03717	6.42743
GALNT1	14.2194	5.94617	4.23909	5.71962	5.97964	6.5003	3.92944	3.79919	3.97627	7.08875	6.90268	5.3622	5.98708	5.3801	9.01608
GALNT10	8.24412	3.62416	2.18832	2.57741	2.9392	4.19347	2.93115	2.36615	2.494	4.32639	6.3642	3.29854	2.9758	3.01021	7.56405
GALNT11	14.1516	3.85977	3.96961	6.64466	7.44366	8.10598	4.52258	4.78882	4.90099	9.95096	11.731	5.33521	4.39959	5.20472	11.5187
GALNT12	0.311653	0	0.0346479	0.0506639	0.0692194	0	0.0992653	0.0607007	0.0288556	0.371882	0.0637844	0.0373849	0.0397971	0.0290945	0.355385
GALNT13	0.0934473	0.0489048	0.049005	0.107551	0.0651332	0.0588534	0.0623278	0.0143125	0	0.109466	0.0901172	0	0.0562656	0.0685778	0.146284
GALNT14	0	0	0	0.138291	0.289503	0.204878	0.10167	0	0	0.203074	0.253678	0	0.0434594	0	0.0970526
GALNT15	0.935402	0.230992	0.341782	0.362864	0.336363	0.954475	0.393827	0.225472	0.284969	0.604322	1.11214	0.391153	0.373646	0.423984	0.8777
GALNT16	0.1467668	0	0.0648653	0.015815	0.298695	0.161895	0.1142537	0	0.0249153	0	0.165187	0.0466555	0.0744843	0.0251225	0.1533505
GALNT18	0.0309403	0	0.0756674	0.0276583	0.151222	0	0.036138	0.0662792	0.0945302	0	0	0	0	0	0.194105
GALNT2	40.5721	6.81291	11.3763	9.97024	24.774	27.0859	9.24161	8.83323	11.2978	33.4685	36.054	5.65271	6.75924	8.86867	49.0025
GALNT3	1.2238	1.25019	1.03631	0.526261	1.7816	0.674927	0.851898	0.428703	1.0308	1.11964	1.64223	1.42872	1.05793	1.42613	1.84409
GALNT4	6.34377	2.72824	1.11983	2.5252	2.43305	4.23714	4.59833	4.00552	2.85237	2.31857	5.35292	2.8149	3.18947	2.41045	1.92326
GALNT5	0	0	0.0300875	0	0	0	0.0287251	0	0	0.0403565	0	0	0.0345556	0	0.038555
